step,timestamp,bandwidth_kbps_raw,bandwidth_bps,bandwidth_mbps
460,2018.01.19_07.40.16,24369.0,24369000.0,24.369
461,2018.01.19_07.40.17,27266.0,27266000.0,27.266
462,2018.01.19_07.40.18,30688.0,30688000.0,30.688
463,2018.01.19_07.40.19,29469.0,29469000.0,29.469
464,2018.01.19_07.40.20,27423.0,27423000.0,27.423
465,2018.01.19_07.40.21,22099.0,22099000.0,22.099
466,2018.01.19_07.40.22,19147.0,19147000.0,19.147
467,2018.01.19_07.40.24,13912.0,13912000.0,13.912
468,2018.01.19_07.40.25,16116.0,16116000.0,16.116
469,2018.01.19_07.40.26,13096.0,13096000.0,13.096
470,2018.01.19_07.40.27,10524.0,10524000.0,10.524
471,2018.01.19_07.40.28,8969.0,8969000.0,8.969
472,2018.01.19_07.40.29,6643.0,6643000.0,6.643
473,2018.01.19_07.40.30,5636.0,5636000.0,5.636
474,2018.01.19_07.40.31,5905.0,5905000.0,5.905
475,2018.01.19_07.40.33,7336.0,7336000.0,7.336
476,2018.01.19_07.40.34,6106.0,6106000.0,6.106
477,2018.01.19_07.40.35,4719.0,4719000.0,4.719
478,2018.01.19_07.40.36,3657.0,3657000.0,3.657
479,2018.01.19_07.40.37,1543.0,1543000.0,1.543
480,2018.01.19_07.40.38,5905.0,5905000.0,5.905
481,2018.01.19_07.40.39,4059.0,4059000.0,4.059
482,2018.01.19_07.40.40,3578.0,3578000.0,3.578
483,2018.01.19_07.40.42,9372.0,9372000.0,9.372
484,2018.01.19_07.40.43,11541.0,11541000.0,11.541
485,2018.01.19_07.40.44,11452.0,11452000.0,11.452
486,2018.01.19_07.40.45,12604.0,12604000.0,12.604
487,2018.01.19_07.40.46,13107.0,13107000.0,13.107
488,2018.01.19_07.40.47,14662.0,14662000.0,14.662
489,2018.01.19_07.40.48,20824.0,20824000.0,20.824
490,2018.01.19_07.40.50,21741.0,21741000.0,21.741
491,2018.01.19_07.40.51,20108.0,20108000.0,20.108
492,2018.01.19_07.40.52,16037.0,16037000.0,16.037
493,2018.01.19_07.40.53,9953.0,9953000.0,9.953
494,2018.01.19_07.40.53,9953.0,9953000.0,9.953
495,2018.01.19_07.40.54,13376.0,13376000.0,13.376
496,2018.01.19_07.40.55,10725.0,10725000.0,10.725
497,2018.01.19_07.40.56,10837.0,10837000.0,10.837
498,2018.01.19_07.40.57,8936.0,8936000.0,8.936
499,2018.01.19_07.40.59,9685.0,9685000.0,9.685
500,2018.01.19_07.41.00,10937.0,10937000.0,10.937
501,2018.01.19_07.41.01,15892.0,15892000.0,15.892
502,2018.01.19_07.41.02,19840.0,19840000.0,19.84
503,2018.01.19_07.41.03,26237.0,26237000.0,26.237
504,2018.01.19_07.41.04,15299.0,15299000.0,15.299
505,2018.01.19_07.41.05,13532.0,13532000.0,13.532
506,2018.01.19_07.41.06,9036.0,9036000.0,9.036
507,2018.01.19_07.41.07,16093.0,16093000.0,16.093
508,2018.01.19_07.41.08,22558.0,22558000.0,22.558
509,2018.01.19_07.41.10,17648.0,17648000.0,17.648
510,2018.01.19_07.41.11,15355.0,15355000.0,15.355
511,2018.01.19_07.41.12,27031.0,27031000.0,27.031
512,2018.01.19_07.41.13,26002.0,26002000.0,26.002
513,2018.01.19_07.41.14,13812.0,13812000.0,13.812
514,2018.01.19_07.41.15,8511.0,8511000.0,8.511
515,2018.01.19_07.41.18,5793.0,5793000.0,5.793
516,2018.01.19_07.41.19,20545.0,20545000.0,20.545
517,2018.01.19_07.41.20,34569.0,34569000.0,34.569
518,2018.01.19_07.41.21,30006.0,30006000.0,30.006
519,2018.01.19_07.41.22,23553.0,23553000.0,23.553
520,2018.01.19_07.41.23,28485.0,28485000.0,28.485
521,2018.01.19_07.41.24,28955.0,28955000.0,28.955
522,2018.01.19_07.41.25,13935.0,13935000.0,13.935
523,2018.01.19_07.41.26,13812.0,13812000.0,13.812
524,2018.01.19_07.41.28,32332.0,32332000.0,32.332
525,2018.01.19_07.41.29,50272.0,50272000.0,50.272
526,2018.01.19_07.41.30,12582.0,12582000.0,12.582
527,2018.01.19_07.41.31,26327.0,26327000.0,26.327
528,2018.01.19_07.41.32,38271.0,38271000.0,38.271
529,2018.01.19_07.41.33,35229.0,35229000.0,35.229
530,2018.01.19_07.41.34,22368.0,22368000.0,22.368
531,2018.01.19_07.41.35,22245.0,22245000.0,22.245
532,2018.01.19_07.41.36,29044.0,29044000.0,29.044
533,2018.01.19_07.41.38,18945.0,18945000.0,18.945
534,2018.01.19_07.41.39,15243.0,15243000.0,15.243
535,2018.01.19_07.41.40,24045.0,24045000.0,24.045
536,2018.01.19_07.41.41,29570.0,29570000.0,29.57
537,2018.01.19_07.41.42,29626.0,29626000.0,29.626
538,2018.01.19_07.41.43,20399.0,20399000.0,20.399
539,2018.01.19_07.41.44,18375.0,18375000.0,18.375
540,2018.01.19_07.41.45,16272.0,16272000.0,16.272
541,2018.01.19_07.41.47,15288.0,15288000.0,15.288
542,2018.01.19_07.41.48,21126.0,21126000.0,21.126
543,2018.01.19_07.41.49,22468.0,22468000.0,22.468
544,2018.01.19_07.41.50,22826.0,22826000.0,22.826
545,2018.01.19_07.41.51,12559.0,12559000.0,12.559
546,2018.01.19_07.41.52,30017.0,30017000.0,30.017
547,2018.01.19_07.41.53,30308.0,30308000.0,30.308
548,2018.01.19_07.41.55,29324.0,29324000.0,29.324
549,2018.01.19_07.41.56,25432.0,25432000.0,25.432
550,2018.01.19_07.41.57,23173.0,23173000.0,23.173
551,2018.01.19_07.41.58,24437.0,24437000.0,24.437
552,2018.01.19_07.41.59,20835.0,20835000.0,20.835
553,2018.01.19_07.42.00,16440.0,16440000.0,16.44
554,2018.01.19_07.42.01,18733.0,18733000.0,18.733
555,2018.01.19_07.42.02,19650.0,19650000.0,19.65
556,2018.01.19_07.42.03,17939.0,17939000.0,17.939
557,2018.01.19_07.42.05,32400.0,32400000.0,32.4
558,2018.01.19_07.42.06,25499.0,25499000.0,25.499
559,2018.01.19_07.42.07,19247.0,19247000.0,19.247
560,2018.01.19_07.42.08,20679.0,20679000.0,20.679
561,2018.01.19_07.42.09,22234.0,22234000.0,22.234
562,2018.01.19_07.42.10,32406.0,32406000.0,32.406
563,2018.01.19_07.42.11,23251.0,23251000.0,23.251
564,2018.01.19_07.42.12,16708.0,16708000.0,16.708
565,2018.01.19_07.42.13,16295.0,16295000.0,16.295
566,2018.01.19_07.42.15,10457.0,10457000.0,10.457
567,2018.01.19_07.42.16,12000.0,12000000.0,12.0
568,2018.01.19_07.42.17,5737.0,5737000.0,5.737
569,2018.01.19_07.42.18,9338.0,9338000.0,9.338
570,2018.01.19_07.42.19,13197.0,13197000.0,13.197
571,2018.01.19_07.42.20,22591.0,22591000.0,22.591
572,2018.01.19_07.42.21,24157.0,24157000.0,24.157
573,2018.01.19_07.42.22,23777.0,23777000.0,23.777
574,2018.01.19_07.42.23,28664.0,28664000.0,28.664
575,2018.01.19_07.42.24,35408.0,35408000.0,35.408
576,2018.01.19_07.42.26,31024.0,31024000.0,31.024
577,2018.01.19_07.42.27,43091.0,43091000.0,43.091
578,2018.01.19_07.42.28,35341.0,35341000.0,35.341
579,2018.01.19_07.42.29,33820.0,33820000.0,33.82
580,2018.01.19_07.42.30,19907.0,19907000.0,19.907
581,2018.01.19_07.42.31,21104.0,21104000.0,21.104
582,2018.01.19_07.42.32,17916.0,17916000.0,17.916
583,2018.01.19_07.42.33,23821.0,23821000.0,23.821
584,2018.01.19_07.42.34,22256.0,22256000.0,22.256
585,2018.01.19_07.42.36,11519.0,11519000.0,11.519
586,2018.01.19_07.42.37,15881.0,15881000.0,15.881
587,2018.01.19_07.42.38,19169.0,19169000.0,19.169
588,2018.01.19_07.42.39,11374.0,11374000.0,11.374
589,2018.01.19_07.42.40,19784.0,19784000.0,19.784
590,2018.01.19_07.42.41,17391.0,17391000.0,17.391
591,2018.01.19_07.42.42,20779.0,20779000.0,20.779
592,2018.01.19_07.42.43,23687.0,23687000.0,23.687
593,2018.01.19_07.42.45,12224.0,12224000.0,12.224
594,2018.01.19_07.42.46,15802.0,15802000.0,15.802
595,2018.01.19_07.42.47,20489.0,20489000.0,20.489
596,2018.01.19_07.42.48,24750.0,24750000.0,24.75
597,2018.01.19_07.42.49,32321.0,32321000.0,32.321
598,2018.01.19_07.42.50,27926.0,27926000.0,27.926
599,2018.01.19_07.42.51,25040.0,25040000.0,25.04
600,2018.01.19_07.42.52,22412.0,22412000.0,22.412
601,2018.01.19_07.42.53,27210.0,27210000.0,27.21
602,2018.01.19_07.42.54,24470.0,24470000.0,24.47
603,2018.01.19_07.42.56,24839.0,24839000.0,24.839
604,2018.01.19_07.42.57,23318.0,23318000.0,23.318
605,2018.01.19_07.42.58,26438.0,26438000.0,26.438
606,2018.01.19_07.42.59,22848.0,22848000.0,22.848
607,2018.01.19_07.43.00,20455.0,20455000.0,20.455
608,2018.01.19_07.43.01,25119.0,25119000.0,25.119
609,2018.01.19_07.43.02,30230.0,30230000.0,30.23
610,2018.01.19_07.43.03,36974.0,36974000.0,36.974
611,2018.01.19_07.43.04,13778.0,13778000.0,13.778
612,2018.01.19_07.43.06,33697.0,33697000.0,33.697
613,2018.01.19_07.43.07,40776.0,40776000.0,40.776
614,2018.01.19_07.43.08,46201.0,46201000.0,46.201
615,2018.01.19_07.43.09,45407.0,45407000.0,45.407
616,2018.01.19_07.43.10,51155.0,51155000.0,51.155
617,2018.01.19_07.43.11,43002.0,43002000.0,43.002
618,2018.01.19_07.43.12,47319.0,47319000.0,47.319
619,2018.01.19_07.43.13,47431.0,47431000.0,47.431
620,2018.01.19_07.43.14,42163.0,42163000.0,42.163
621,2018.01.19_07.43.15,34278.0,34278000.0,34.278
622,2018.01.19_07.43.17,37298.0,37298000.0,37.298
623,2018.01.19_07.43.18,33596.0,33596000.0,33.596
624,2018.01.19_07.43.19,31091.0,31091000.0,31.091
625,2018.01.19_07.43.20,21450.0,21450000.0,21.45
626,2018.01.19_07.43.21,36113.0,36113000.0,36.113
627,2018.01.19_07.43.22,39535.0,39535000.0,39.535
628,2018.01.19_07.43.23,31169.0,31169000.0,31.169
629,2018.01.19_07.43.24,33037.0,33037000.0,33.037
630,2018.01.19_07.43.25,20421.0,20421000.0,20.421
631,2018.01.19_07.43.27,17245.0,17245000.0,17.245
632,2018.01.19_07.43.28,23833.0,23833000.0,23.833
633,2018.01.19_07.43.29,20768.0,20768000.0,20.768
634,2018.01.19_07.43.30,21182.0,21182000.0,21.182
635,2018.01.19_07.43.31,21931.0,21931000.0,21.931
636,2018.01.19_07.43.32,21249.0,21249000.0,21.249
637,2018.01.19_07.43.33,28586.0,28586000.0,28.586
638,2018.01.19_07.43.34,34167.0,34167000.0,34.167
639,2018.01.19_07.43.35,31382.0,31382000.0,31.382
640,2018.01.19_07.43.37,30409.0,30409000.0,30.409
641,2018.01.19_07.43.38,17435.0,17435000.0,17.435
642,2018.01.19_07.43.39,22379.0,22379000.0,22.379
643,2018.01.19_07.43.40,26998.0,26998000.0,26.998
644,2018.01.19_07.43.41,17245.0,17245000.0,17.245
645,2018.01.19_07.43.42,22916.0,22916000.0,22.916
646,2018.01.19_07.43.43,17581.0,17581000.0,17.581
647,2018.01.19_07.43.44,16194.0,16194000.0,16.194
648,2018.01.19_07.43.45,20466.0,20466000.0,20.466
649,2018.01.19_07.43.47,27859.0,27859000.0,27.859
650,2018.01.19_07.43.48,29212.0,29212000.0,29.212
651,2018.01.19_07.43.49,29179.0,29179000.0,29.179
652,2018.01.19_07.43.50,24325.0,24325000.0,24.325
653,2018.01.19_07.43.51,34323.0,34323000.0,34.323
654,2018.01.19_07.43.52,43751.0,43751000.0,43.751
655,2018.01.19_07.43.53,44020.0,44020000.0,44.02
656,2018.01.19_07.43.54,43259.0,43259000.0,43.259
657,2018.01.19_07.43.55,43259.0,43259000.0,43.259
658,2018.01.19_07.43.55,43919.0,43919000.0,43.919
659,2018.01.19_07.43.57,44680.0,44680000.0,44.68
660,2018.01.19_07.43.58,52341.0,52341000.0,52.341
661,2018.01.19_07.43.59,54600.0,54600000.0,54.6
662,2018.01.19_07.44.00,63905.0,63905000.0,63.905
663,2018.01.19_07.44.01,43997.0,43997000.0,43.997
664,2018.01.19_07.44.02,36448.0,36448000.0,36.448
665,2018.01.19_07.44.03,41727.0,41727000.0,41.727
666,2018.01.19_07.44.04,66075.0,66075000.0,66.075
667,2018.01.19_07.44.05,64822.0,64822000.0,64.822
668,2018.01.19_07.44.06,40161.0,40161000.0,40.161
669,2018.01.19_07.44.07,59700.0,59700000.0,59.7
670,2018.01.19_07.44.09,54321.0,54321000.0,54.321
671,2018.01.19_07.44.10,59510.0,59510000.0,59.51
672,2018.01.19_07.44.11,58112.0,58112000.0,58.112
673,2018.01.19_07.44.12,61344.0,61344000.0,61.344
674,2018.01.19_07.44.13,54197.0,54197000.0,54.197
675,2018.01.19_07.44.14,76006.0,76006000.0,76.006
676,2018.01.19_07.44.15,76498.0,76498000.0,76.498
677,2018.01.19_07.44.16,68490.0,68490000.0,68.49
678,2018.01.19_07.44.17,73982.0,73982000.0,73.982
679,2018.01.19_07.44.18,55998.0,55998000.0,55.998
680,2018.01.19_07.44.19,72338.0,72338000.0,72.338
681,2018.01.19_07.44.20,70537.0,70537000.0,70.537
682,2018.01.19_07.44.22,66757.0,66757000.0,66.757
683,2018.01.19_07.44.23,74753.0,74753000.0,74.753
684,2018.01.19_07.44.24,86608.0,86608000.0,86.608
685,2018.01.19_07.44.25,79574.0,79574000.0,79.574
686,2018.01.19_07.44.26,66175.0,66175000.0,66.175
687,2018.01.19_07.44.27,70940.0,70940000.0,70.94
688,2018.01.19_07.44.28,50674.0,50674000.0,50.674
689,2018.01.19_07.44.29,77616.0,77616000.0,77.616
690,2018.01.19_07.44.30,87984.0,87984000.0,87.984
691,2018.01.19_07.44.31,82951.0,82951000.0,82.951
692,2018.01.19_07.44.32,72047.0,72047000.0,72.047
693,2018.01.19_07.44.33,68457.0,68457000.0,68.457
694,2018.01.19_07.44.35,96685.0,96685000.0,96.685
695,2018.01.19_07.44.36,74574.0,74574000.0,74.574
696,2018.01.19_07.44.37,55336.0,55336000.0,55.336
697,2018.01.19_07.44.38,85591.0,85591000.0,85.591
698,2018.01.19_07.44.39,96338.0,96338000.0,96.338
699,2018.01.19_07.44.40,99079.0,99079000.0,99.079
700,2018.01.19_07.44.41,85568.0,85568000.0,85.568
701,2018.01.19_07.44.42,71521.0,71521000.0,71.521
702,2018.01.19_07.44.43,68166.0,68166000.0,68.166
703,2018.01.19_07.44.44,75033.0,75033000.0,75.033
704,2018.01.19_07.44.45,79607.0,79607000.0,79.607
705,2018.01.19_07.44.47,76140.0,76140000.0,76.14
706,2018.01.19_07.44.48,59286.0,59286000.0,59.286
707,2018.01.19_07.44.49,78657.0,78657000.0,78.657
708,2018.01.19_07.44.50,75782.0,75782000.0,75.782
709,2018.01.19_07.44.51,68803.0,68803000.0,68.803
710,2018.01.19_07.44.52,68423.0,68423000.0,68.423
711,2018.01.19_07.44.53,80860.0,80860000.0,80.86
712,2018.01.19_07.44.54,75055.0,75055000.0,75.055
713,2018.01.19_07.44.55,73870.0,73870000.0,73.87
714,2018.01.19_07.44.56,65068.0,65068000.0,65.068
715,2018.01.19_07.44.57,56926.0,56926000.0,56.926
716,2018.01.19_07.44.58,81889.0,81889000.0,81.889
717,2018.01.19_07.45.00,60203.0,60203000.0,60.203
718,2018.01.19_07.45.01,83656.0,83656000.0,83.656
719,2018.01.19_07.45.02,77661.0,77661000.0,77.661
720,2018.01.19_07.45.03,64967.0,64967000.0,64.967
721,2018.01.19_07.45.04,71644.0,71644000.0,71.644
722,2018.01.19_07.45.05,79876.0,79876000.0,79.876
723,2018.01.19_07.45.06,77885.0,77885000.0,77.885
724,2018.01.19_07.45.07,72461.0,72461000.0,72.461
725,2018.01.19_07.45.08,58436.0,58436000.0,58.436
726,2018.01.19_07.45.09,80804.0,80804000.0,80.804
727,2018.01.19_07.45.10,77762.0,77762000.0,77.762
728,2018.01.19_07.45.11,78869.0,78869000.0,78.869
729,2018.01.19_07.45.13,61724.0,61724000.0,61.724
730,2018.01.19_07.45.14,63100.0,63100000.0,63.1
731,2018.01.19_07.45.15,68848.0,68848000.0,68.848
732,2018.01.19_07.45.16,59711.0,59711000.0,59.711
733,2018.01.19_07.45.17,57452.0,57452000.0,57.452
734,2018.01.19_07.45.18,39669.0,39669000.0,39.669
735,2018.01.19_07.45.19,54074.0,54074000.0,54.074
736,2018.01.19_07.45.20,44053.0,44053000.0,44.053
737,2018.01.19_07.45.21,42901.0,42901000.0,42.901
738,2018.01.19_07.45.22,38551.0,38551000.0,38.551
739,2018.01.19_07.45.23,26282.0,26282000.0,26.282
740,2018.01.19_07.45.25,35162.0,35162000.0,35.162
741,2018.01.19_07.45.26,32567.0,32567000.0,32.567
742,2018.01.19_07.45.27,22301.0,22301000.0,22.301
743,2018.01.19_07.45.28,27054.0,27054000.0,27.054
744,2018.01.19_07.45.29,38920.0,38920000.0,38.92
745,2018.01.19_07.45.30,50674.0,50674000.0,50.674
746,2018.01.19_07.45.31,58067.0,58067000.0,58.067
747,2018.01.19_07.45.32,55752.0,55752000.0,55.752
748,2018.01.19_07.45.33,53772.0,53772000.0,53.772
749,2018.01.19_07.45.34,58827.0,58827000.0,58.827
750,2018.01.19_07.45.36,60561.0,60561000.0,60.561
751,2018.01.19_07.45.37,69732.0,69732000.0,69.732
752,2018.01.19_07.45.38,71421.0,71421000.0,71.421
753,2018.01.19_07.45.39,70537.0,70537000.0,70.537
754,2018.01.19_07.45.40,40575.0,40575000.0,40.575
755,2018.01.19_07.45.41,51233.0,51233000.0,51.233
756,2018.01.19_07.45.42,43360.0,43360000.0,43.36
757,2018.01.19_07.45.43,45932.0,45932000.0,45.932
758,2018.01.19_07.45.44,11329.0,11329000.0,11.329
759,2018.01.19_07.45.45,19974.0,19974000.0,19.974
760,2018.01.19_07.45.47,18375.0,18375000.0,18.375
761,2018.01.19_07.45.48,20310.0,20310000.0,20.31
762,2018.01.19_07.45.49,14248.0,14248000.0,14.248
763,2018.01.19_07.45.50,14919.0,14919000.0,14.919
764,2018.01.19_07.45.51,26830.0,26830000.0,26.83
765,2018.01.19_07.45.52,25197.0,25197000.0,25.197
766,2018.01.19_07.45.53,26405.0,26405000.0,26.405
767,2018.01.19_07.45.55,23039.0,23039000.0,23.039
768,2018.01.19_07.45.56,20075.0,20075000.0,20.075
769,2018.01.19_07.45.57,16776.0,16776000.0,16.776
770,2018.01.19_07.45.58,19404.0,19404000.0,19.404
771,2018.01.19_07.45.59,14897.0,14897000.0,14.897
772,2018.01.19_07.46.00,14908.0,14908000.0,14.908
773,2018.01.19_07.46.01,18475.0,18475000.0,18.475
774,2018.01.19_07.46.02,31035.0,31035000.0,31.035
775,2018.01.19_07.46.03,29850.0,29850000.0,29.85
776,2018.01.19_07.46.04,27926.0,27926000.0,27.926
777,2018.01.19_07.46.06,20936.0,20936000.0,20.936
778,2018.01.19_07.46.07,20343.0,20343000.0,20.343
779,2018.01.19_07.46.08,22971.0,22971000.0,22.971
780,2018.01.19_07.46.09,30431.0,30431000.0,30.431
781,2018.01.19_07.46.10,33608.0,33608000.0,33.608
782,2018.01.19_07.46.11,44187.0,44187000.0,44.187
783,2018.01.19_07.46.11,44187.0,44187000.0,44.187
784,2018.01.19_07.46.12,25242.0,25242000.0,25.242
785,2018.01.19_07.46.13,35766.0,35766000.0,35.766
786,2018.01.19_07.46.14,22837.0,22837000.0,22.837
787,2018.01.19_07.46.15,18520.0,18520000.0,18.52
788,2018.01.19_07.46.17,22971.0,22971000.0,22.971
789,2018.01.19_07.46.18,15064.0,15064000.0,15.064
790,2018.01.19_07.46.19,12582.0,12582000.0,12.582
791,2018.01.19_07.46.20,19426.0,19426000.0,19.426
792,2018.01.19_07.46.21,19627.0,19627000.0,19.627
793,2018.01.19_07.46.22,14818.0,14818000.0,14.818
794,2018.01.19_07.46.23,7963.0,7963000.0,7.963
795,2018.01.19_07.46.24,16004.0,16004000.0,16.004
796,2018.01.19_07.46.25,16764.0,16764000.0,16.764
797,2018.01.19_07.46.27,20712.0,20712000.0,20.712
798,2018.01.19_07.46.28,24190.0,24190000.0,24.19
799,2018.01.19_07.46.29,40027.0,40027000.0,40.027
800,2018.01.19_07.46.30,38260.0,38260000.0,38.26
801,2018.01.19_07.46.31,33921.0,33921000.0,33.921
802,2018.01.19_07.46.32,30677.0,30677000.0,30.677
803,2018.01.19_07.46.33,6654.0,6654000.0,6.654
804,2018.01.19_07.46.34,16206.0,16206000.0,16.206
805,2018.01.19_07.46.35,9763.0,9763000.0,9.763
806,2018.01.19_07.46.37,17872.0,17872000.0,17.872
807,2018.01.19_07.46.38,33272.0,33272000.0,33.272
808,2018.01.19_07.46.39,29906.0,29906000.0,29.906
809,2018.01.19_07.46.40,42398.0,42398000.0,42.398
810,2018.01.19_07.46.41,41492.0,41492000.0,41.492
811,2018.01.19_07.46.42,25611.0,25611000.0,25.611
812,2018.01.19_07.46.43,7907.0,7907000.0,7.907
813,2018.01.19_07.46.45,13051.0,13051000.0,13.051
814,2018.01.19_07.46.46,13879.0,13879000.0,13.879
815,2018.01.19_07.46.47,21462.0,21462000.0,21.462
816,2018.01.19_07.46.48,11810.0,11810000.0,11.81
817,2018.01.19_07.46.49,12045.0,12045000.0,12.045
818,2018.01.19_07.46.50,18654.0,18654000.0,18.654
819,2018.01.19_07.46.51,23531.0,23531000.0,23.531
820,2018.01.19_07.46.52,30688.0,30688000.0,30.688
821,2018.01.19_07.46.53,23810.0,23810000.0,23.81
822,2018.01.19_07.46.55,14628.0,14628000.0,14.628
823,2018.01.19_07.46.56,14684.0,14684000.0,14.684
824,2018.01.19_07.46.57,16239.0,16239000.0,16.239
825,2018.01.19_07.46.58,16306.0,16306000.0,16.306
826,2018.01.19_07.46.59,10032.0,10032000.0,10.032
827,2018.01.19_07.47.00,23587.0,23587000.0,23.587
828,2018.01.19_07.47.01,70291.0,70291000.0,70.291
829,2018.01.19_07.47.02,74127.0,74127000.0,74.127
830,2018.01.19_07.47.03,67171.0,67171000.0,67.171
831,2018.01.19_07.47.04,72997.0,72997000.0,72.997
832,2018.01.19_07.47.06,70045.0,70045000.0,70.045
833,2018.01.19_07.47.07,61959.0,61959000.0,61.959
834,2018.01.19_07.47.08,80949.0,80949000.0,80.949
835,2018.01.19_07.47.09,76856.0,76856000.0,76.856
836,2018.01.19_07.47.10,85703.0,85703000.0,85.703
837,2018.01.19_07.47.11,82303.0,82303000.0,82.303
838,2018.01.19_07.47.12,81285.0,81285000.0,81.285
839,2018.01.19_07.47.13,87827.0,87827000.0,87.827
840,2018.01.19_07.47.14,101539.0,101539000.0,101.539
841,2018.01.19_07.47.15,97054.0,97054000.0,97.054
842,2018.01.19_07.47.16,96708.0,96708000.0,96.708
843,2018.01.19_07.47.17,67528.0,67528000.0,67.528
844,2018.01.19_07.47.19,92581.0,92581000.0,92.581
845,2018.01.19_07.47.20,94258.0,94258000.0,94.258
846,2018.01.19_07.47.21,81531.0,81531000.0,81.531
847,2018.01.19_07.47.22,90814.0,90814000.0,90.814
848,2018.01.19_07.47.23,94079.0,94079000.0,94.079
849,2018.01.19_07.47.24,66846.0,66846000.0,66.846
850,2018.01.19_07.47.25,60225.0,60225000.0,60.225
851,2018.01.19_07.47.26,76666.0,76666000.0,76.666
852,2018.01.19_07.47.27,81598.0,81598000.0,81.598
853,2018.01.19_07.47.28,57631.0,57631000.0,57.631
854,2018.01.19_07.47.29,49231.0,49231000.0,49.231
855,2018.01.19_07.47.30,55181.0,55181000.0,55.181
856,2018.01.19_07.47.32,54477.0,54477000.0,54.477
857,2018.01.19_07.47.33,62641.0,62641000.0,62.641
858,2018.01.19_07.47.34,76677.0,76677000.0,76.677
859,2018.01.19_07.47.35,94079.0,94079000.0,94.079
860,2018.01.19_07.47.36,97334.0,97334000.0,97.334
861,2018.01.19_07.47.37,95958.0,95958000.0,95.958
862,2018.01.19_07.47.38,103407.0,103407000.0,103.407
863,2018.01.19_07.47.39,74955.0,74955000.0,74.955
864,2018.01.19_07.47.40,95746.0,95746000.0,95.746
865,2018.01.19_07.47.41,67574.0,67574000.0,67.574
866,2018.01.19_07.47.42,75670.0,75670000.0,75.67
867,2018.01.19_07.47.43,61333.0,61333000.0,61.333
868,2018.01.19_07.47.44,63838.0,63838000.0,63.838
869,2018.01.19_07.47.46,59029.0,59029000.0,59.029
870,2018.01.19_07.47.47,54197.0,54197000.0,54.197
871,2018.01.19_07.47.48,61444.0,61444000.0,61.444
872,2018.01.19_07.47.49,70559.0,70559000.0,70.559
873,2018.01.19_07.47.50,53873.0,53873000.0,53.873
874,2018.01.19_07.47.51,69228.0,69228000.0,69.228
875,2018.01.19_07.47.52,77572.0,77572000.0,77.572
876,2018.01.19_07.47.53,86933.0,86933000.0,86.933
877,2018.01.19_07.47.54,85859.0,85859000.0,85.859
878,2018.01.19_07.47.55,67227.0,67227000.0,67.227
879,2018.01.19_07.47.56,48415.0,48415000.0,48.415
880,2018.01.19_07.47.57,33719.0,33719000.0,33.719
881,2018.01.19_07.47.59,34457.0,34457000.0,34.457
882,2018.01.19_07.48.00,69228.0,69228000.0,69.228
883,2018.01.19_07.48.01,75011.0,75011000.0,75.011
884,2018.01.19_07.48.02,66533.0,66533000.0,66.533
885,2018.01.19_07.48.03,72942.0,72942000.0,72.942
886,2018.01.19_07.48.04,78131.0,78131000.0,78.131
887,2018.01.19_07.48.05,99470.0,99470000.0,99.47
888,2018.01.19_07.48.06,104156.0,104156000.0,104.156
889,2018.01.19_07.48.07,81844.0,81844000.0,81.844
890,2018.01.19_07.48.08,106549.0,106549000.0,106.549
891,2018.01.19_07.48.09,108693.0,108693000.0,108.693
892,2018.01.19_07.48.10,85407.0,85407000.0,85.407
893,2018.01.19_07.48.12,72412.0,72412000.0,72.412
894,2018.01.19_07.48.13,87526.0,87526000.0,87.526
895,2018.01.19_07.48.14,86452.0,86452000.0,86.452
896,2018.01.19_07.48.15,83522.0,83522000.0,83.522
897,2018.01.19_07.48.16,79764.0,79764000.0,79.764
898,2018.01.19_07.48.17,88342.0,88342000.0,88.342
899,2018.01.19_07.48.18,102814.0,102814000.0,102.814
900,2018.01.19_07.48.19,97479.0,97479000.0,97.479
901,2018.01.19_07.48.20,93677.0,93677000.0,93.677
902,2018.01.19_07.48.21,108317.0,108317000.0,108.317
903,2018.01.19_07.48.22,101785.0,101785000.0,101.785
904,2018.01.19_07.48.23,107925.0,107925000.0,107.925
905,2018.01.19_07.48.24,84551.0,84551000.0,84.551
906,2018.01.19_07.48.26,90277.0,90277000.0,90.277
907,2018.01.19_07.48.27,80144.0,80144000.0,80.144
908,2018.01.19_07.48.28,96115.0,96115000.0,96.115
909,2018.01.19_07.48.29,97379.0,97379000.0,97.379
910,2018.01.19_07.48.29,97379.0,97379000.0,97.379
911,2018.01.19_07.48.30,50775.0,50775000.0,50.775
912,2018.01.19_07.48.36,39606.0,39606000.0,39.606
913,2018.01.19_07.48.37,90679.0,90679000.0,90.679
914,2018.01.19_07.48.38,88733.0,88733000.0,88.733
915,2018.01.19_07.48.39,103362.0,103362000.0,103.362
916,2018.01.19_07.48.40,93945.0,93945000.0,93.945
917,2018.01.19_07.48.41,85188.0,85188000.0,85.188
918,2018.01.19_07.48.42,107724.0,107724000.0,107.724
919,2018.01.19_07.48.43,101394.0,101394000.0,101.394
920,2018.01.19_07.48.44,102792.0,102792000.0,102.792
921,2018.01.19_07.48.46,80144.0,80144000.0,80.144
922,2018.01.19_07.48.47,79853.0,79853000.0,79.853
923,2018.01.19_07.48.48,82571.0,82571000.0,82.571
924,2018.01.19_07.48.49,84271.0,84271000.0,84.271
